id,url,category,date,image,name,price,category_rank,review_count
706,http://shopping.naver.com/detail/detail.nhn?cat_id=50000662&nv_mid=8024580892,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_8024580/8024580892.20141018174243.jpg,질스튜어트 JA3P4F806RD,44660,7,2
707,http://shopping.naver.com/detail/detail.nhn?cat_id=50003854&nv_mid=8228764538,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_8228764/8228764538.20150119150234.jpg,아디다스 제트엑스 8000 러닝화 S82819 화이트,106820,8,27
708,http://shopping.naver.com/detail/detail.nhn?cat_id=50000788&nv_mid=7574460156,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7574460/7574460156.20140326172341.jpg,아디다스 NIZZA LO D65858,33683,9,541
709,http://shopping.naver.com/detail/detail.nhn?cat_id=50003854&nv_mid=8144448711,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_8144448/8144448711.20141209104419.jpg,아디다스 ZX 8000 M19666,109650,10,52
710,http://shopping.naver.com/detail/detail.nhn?cat_id=50000651&nv_mid=7893151042,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7893151/7893151042.20140825115944.jpg,헤지스 HJ2C4F223NV,106730,11,2
711,http://shopping.naver.com/detail/detail.nhn?cat_id=50000641&nv_mid=7908935885,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7908935/7908935885.20140829153605.jpg,헤지스 HJ2C4F017NV,89280,12,4
712,http://shopping.naver.com/detail/detail.nhn?cat_id=50003979&nv_mid=7856831924,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7856831/7856831924.20141020164119.jpg,아메리칸 투어리스터 STREAM-ALFAⅡ 5종세트,173100,13,177
713,http://shopping.naver.com/detail/detail.nhn?cat_id=50003981&nv_mid=6860629885,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_6860629/6860629885.20130717141929.jpg,아메리칸 투어리스터 32R01002,90950,14,213
714,http://shopping.naver.com/detail/detail.nhn?cat_id=50003988&nv_mid=7935080409,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7935080/7935080409.20140911113439.jpg,닥스 DB3G4F485BK,62680,15,0
715,http://shopping.naver.com/detail/detail.nhn?cat_id=50000662&nv_mid=8016220874,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_8016220/8016220874.20141017104342.jpg,헤지스 HI3K4F533PN,51850,16,3
716,http://shopping.naver.com/detail/detail.nhn?cat_id=50000641&nv_mid=7872900968,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7872900/7872900968.20140814111405.jpg,토리버치 31149790 001 블랙,202000,17,68
717,http://shopping.naver.com/detail/detail.nhn?cat_id=50000639&nv_mid=7852943826,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7852943/7852943826.20140806113221.jpg,닥스 DC2H4F291BK,172250,18,14
718,http://shopping.naver.com/detail/detail.nhn?cat_id=50003835&nv_mid=7518788258,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7518788/7518788258.20140318111059.jpg,아식스 G1 111415103-0433,44090,19,21
719,http://shopping.naver.com/detail/detail.nhn?cat_id=50003982&nv_mid=7996929620,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7996929/7996929620.20141007113519.jpg,헤지스 HI3P4F608PP,37240,20,2
720,http://shopping.naver.com/detail/detail.nhn?cat_id=50003854&nv_mid=7898180100,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7898180/7898180100.20141118144407.jpg,아디다스 EQUIPMENT 10 B26810,84320,21,127
721,http://shopping.naver.com/detail/detail.nhn?cat_id=50003984&nv_mid=7814572285,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_7814572/7814572285.20140716153300.jpg,질스튜어트 JA3P4F010BK,63960,22,6
722,http://shopping.naver.com/detail/detail.nhn?cat_id=50003835&nv_mid=8182963494,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_8182963/8182963494.20150102093450.jpg,리복 인스타펌프 퓨리 러닝화 V62597 화이트,142244,23,94
723,http://shopping.naver.com/detail/detail.nhn?cat_id=50000551&nv_mid=8064315299,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_8064315/8064315299.20141104173942.jpg,헤지스 HI1G4F001DB,29070,24,0
724,http://shopping.naver.com/detail/detail.nhn?cat_id=50000641&nv_mid=6945751595,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_6945751/6945751595.20130611173721.jpg,세인트스코트 데이지 럭키백 GBK735,97650,25,527
725,http://shopping.naver.com/detail/detail.nhn?cat_id=50000651&nv_mid=8170707730,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_8170707/8170707730.20141222103740.jpg,핍스 사랑 네오 백팩 블랙 P019501023,76400,26,0
726,http://shopping.naver.com/detail/detail.nhn?cat_id=50003835&nv_mid=8217470089,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_8217470/8217470089.20150116172423.jpg,나이키 우먼스 에어 맥스 1 울트라 모이어 러닝화 704995-001 블랙,108900,27,19
727,http://shopping.naver.com/detail/detail.nhn?cat_id=50000427&nv_mid=6477580720,패션잡화,2015.02.03,http://shopping.phinf.naver.net/main_6477580/6477580720.20120618154011.jpg,순금 돌반지 3.75g,200000,28,1
